"group_type","squadron_number","group_number","subgroup","total","add","add_new","add_maintenance","add_other_units","lost","lost_enemy","lost_accident","lost_maintenance","lost_other_units","total_eom","date"
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-09-15
"Aufklärungsgruppe",3,11,"","3","1","0","1","0","2","1","0","1","0","2",1942-09-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-09-15
"Aufklärungsgruppe",3,11,"","2","0","0","0","0","2","2","0","0","0","0",1942-10-15
"Aufklärungsgruppe",3,11,"","3","0","0","0","0","0","0","0","0","0","3",1942-10-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","1","0","0","1","0","0",1942-10-15
"Aufklärungsgruppe",3,11,"","2","0","0","0","0","2","0","0","2","0","0",1942-10-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-10-15
"Aufklärungsgruppe",3,11,"","0","1","0","1","0","0","0","0","0","0","1",1942-10-15
"Aufklärungsgruppe",3,11,"","0","1","1","0","0","0","0","0","0","0","1",1942-10-15
"Aufklärungsgruppe",3,11,"","3","0","0","0","0","1","1","0","0","0","2",1942-11-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","1","0","1","0","0","0",1942-11-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-11-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-11-15
"Aufklärungsgruppe",3,11,"","0","1","0","1","0","0","0","0","0","0","1",1942-11-15
"Aufklärungsgruppe",3,11,"","0","2","2","0","0","0","0","0","0","0","2",1942-11-15
"Aufklärungsgruppe",3,11,"","2","0","0","0","0","1","0","1","0","0","1",1942-12-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-12-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-12-15
"Aufklärungsgruppe",3,11,"","2","0","0","0","0","1","1","0","0","0","1",1942-12-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-12-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-01-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","1","0","1","0","0","0",1943-01-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-01-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-01-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-01-15
"Aufklärungsgruppe",3,11,"","0","1","0","1","0","0","0","0","0","0","1",1943-01-15
"Aufklärungsgruppe",3,11,"","0","1","0","1","0","0","0","0","0","0","1",1943-01-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","1","0","0","1","0","0",1943-02-15
"Aufklärungsgruppe",3,11,"","0","1","0","1","0","1","1","0","0","0","0",1943-02-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-02-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-02-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-02-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-02-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","1","0","1","0","0","0",1943-02-15
"Aufklärungsgruppe",3,11,"","0","3","3","0","0","0","0","0","0","0","3",1943-02-15
"Aufklärungsgruppe",3,11,"","0","1","0","1","0","1","1","0","0","0","0",1943-02-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-03-15
"Aufklärungsgruppe",3,11,"","1","1","0","0","1","1","0","0","1","0","1",1943-03-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","1","1","0","0","0","0",1943-03-15
"Aufklärungsgruppe",3,11,"","1","4","0","0","4","2","0","1","1","0","3",1943-03-15
"Aufklärungsgruppe",3,11,"","3","4","3","0","1","1","0","1","0","0","6",1943-03-15
"Aufklärungsgruppe",3,11,"","0","1","0","1","0","0","0","0","0","0","1",1943-03-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","1","0","0","0","1","0",1943-04-15
"Aufklärungsgruppe",3,11,"","1","1","0","1","0","0","0","0","0","0","2",1943-04-15
"Aufklärungsgruppe",3,11,"","3","0","0","0","0","2","2","0","0","0","1",1943-04-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-04-15
"Aufklärungsgruppe",3,11,"","6","0","0","0","0","3","0","0","3","0","3",1943-04-15
"Aufklärungsgruppe",3,11,"","2","0","0","0","0","2","0","0","0","2","0",1943-05-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","1","1","0","0","0","0",1943-05-15
"Aufklärungsgruppe",3,11,"","1","0","0","0","0","1","0","0","1","0","0",1943-05-15
"Aufklärungsgruppe",3,11,"","3","5","0","5","0","0","0","0","0","0","8",1943-05-15
"Aufklärungsgruppe",3,11,"","8","4","4","0","0","2","0","2","0","0","10",1943-06-15
"Aufklärungsgruppe",3,11,"","10","0","0","0","0","3","0","1","2","0","7",1943-07-15
"Aufklärungsgruppe",3,11,"","7","0","0","0","0","7","0","0","0","7","0",1943-08-15
"Aufklärungsgruppe",4,11,"","4","0","0","0","0","0","0","0","0","0","4",1942-03-15
"Aufklärungsgruppe",4,11,"","1","1","1","0","0","1","0","1","0","0","1",1942-03-15
"Aufklärungsgruppe",4,11,"","4","0","0","0","0","1","0","1","0","0","3",1942-03-15
"Aufklärungsgruppe",4,11,"","4","0","0","0","0","3","0","2","1","0","1",1942-04-15
"Aufklärungsgruppe",4,11,"","1","4","1","1","2","2","2","0","0","0","3",1942-04-15
"Aufklärungsgruppe",4,11,"","3","0","0","0","0","2","0","1","1","0","1",1942-04-15
"Aufklärungsgruppe",4,11,"","1","1","0","1","0","0","0","0","0","0","2",1942-05-15
"Aufklärungsgruppe",4,11,"","3","6","6","0","0","1","1","0","0","0","8",1942-05-15
"Aufklärungsgruppe",4,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-05-15
"Aufklärungsgruppe",4,11,"","2
        8
        1","3","2","1","0","3","2","0","1","0","7
        4
        0",1942-06-15
"Aufklärungsgruppe",4,11,"","7","1","1","0","0","6","0","0","6","0","2",1942-07-15
"Aufklärungsgruppe",4,11,"","4","0","0","0","0","2","1","1","0","0","2",1942-07-15
"Aufklärungsgruppe",4,11,"","2","5","2","3","0","3","0","0","3","0","4",1942-08-15
"Aufklärungsgruppe",4,11,"","2","0","0","0","0","2","0","0","2","0","0",1942-08-15
"Aufklärungsgruppe",4,11,"","0","1","0","0","1","0","0","0","0","0","1",1942-09-15
"Aufklärungsgruppe",4,11,"","4","0","0","0","0","0","0","0","0","0","4",1942-09-15
"Aufklärungsgruppe",4,11,"","0","1","0","1","0","0","0","0","0","0","1",1942-09-15
"Aufklärungsgruppe",4,11,"","0","3","0","0","3","0","0","0","0","0","3",1942-09-15
"Aufklärungsgruppe",4,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-10-15
"Aufklärungsgruppe",4,11,"","4","2","0","2","0","2","2","0","0","0","4",1942-10-15
"Aufklärungsgruppe",4,11,"","1","0","0","0","0","1","0","1","0","0","0",1942-10-15
"Aufklärungsgruppe",4,11,"","3","0","0","0","0","1","0","0","1","0","2",1942-10-15
"Aufklärungsgruppe",4,11,"","1
        4
        2","2","2","0","0","3","2","0","1","0","2
        4
        0",1942-11-15
"Aufklärungsgruppe",4,11,"","2","1","0","1","0","0","0","0","0","0","3",1942-12-15
"Aufklärungsgruppe",4,11,"","4","0","0","0","0","0","0","0","0","0","4",1942-12-15
"Aufklärungsgruppe",4,11,"","4","1","0","1","0","0","0","0","0","0","5",1943-01-15
"Aufklärungsgruppe",4,11,"","3","0","0","0","0","0","0","0","0","0","3",1943-01-15
"Aufklärungsgruppe",4,11,"","5","1","1","0","0","0","0","0","0","0","6",1943-02-15
"Aufklärungsgruppe",4,11,"","3","0","0","0","0","0","0","0","0","0","3",1943-02-15
"Aufklärungsgruppe",4,11,"","6","5","3","2","0","4","4","0","0","0","7",1943-03-15
"Aufklärungsgruppe",4,11,"","3","1","0","1","0","2","2","0","0","0","2",1943-03-15
"Aufklärungsgruppe",4,11,"","7","3","2","1","0","1","0","1","0","0","9",1943-04-15
"Aufklärungsgruppe",4,11,"","2","1","0","1","0","0","0","0","0","0","3",1943-04-15
"Aufklärungsgruppe",4,11,"","9","9","4","3","2","10","7","3","0","0","8",1943-05-15
"Aufklärungsgruppe",4,11,"","3","0","0","0","0","2","1","1","0","0","1",1943-05-15
"Aufklärungsgruppe",4,11,"","8","6","5","1","0","7","4","3","0","0","7",1943-06-15
"Aufklärungsgruppe",4,11,"","1","2","0","0","2","0","0","0","0","0","3",1943-06-15
"Aufklärungsgruppe",4,11,"","7","0","0","0","0","7","0","0","0","7","0",1943-07-15
"Aufklärungsgruppe",4,11,"","3","0","0","0","0","3","0","0","0","3","0",1943-07-15
"Aufklärungsgruppe",4,11,"","0","3","0","3","0","0","0","0","0","0","3",1943-08-15
"Aufklärungsgruppe",4,11,"","3","2","2","0","0","2","0","2","0","0","3",1943-09-15
"Aufklärungsgruppe",4,11,"","3","14","11","0","3","4","0","2","0","2","13",1943-10-15
"Aufklärungsgruppe",4,11,"","13","1","1","0","0","2","0","2","0","0","12",1943-11-15
"Aufklärungsgruppe",4,11,"","12","0","0","0","0","0","0","0","0","0","12",1943-12-15
"Aufklärungsgruppe",4,11,"","12","0","0","0","0","0","0","0","0","0","12",1944-01-15
"Aufklärungsgruppe",4,11,"","12","0","0","0","0","2","2","0","0","0","10",1944-02-15
"Aufklärungsgruppe",4,11,"","10","1","0","0","1","0","0","0","0","0","11",1944-03-15
"Aufklärungsgruppe",4,11,"","11","0","0","0","0","2","2","0","0","0","9",1944-04-15
"Aufklärungsgruppe",4,11,"","0","3","0","0","3","0","0","0","0","0","3",1944-04-15
"Aufklärungsgruppe",4,11,"","9","1","0","1","0","2","2","0","0","0","8",1944-05-15
"Aufklärungsgruppe",4,11,"","3","0","0","0","0","2","0","0","0","2","1",1944-05-15
"Aufklärungsgruppe",4,11,"","0","2","2","0","0","0","0","0","0","0","2",1944-05-15
"Aufklärungsgruppe",4,11,"","8","1","0","0","1","2","0","2","0","0","7",1944-06-15
"Aufklärungsgruppe",4,11,"","1","0","0","0","0","1","0","1","0","0","0",1944-06-15
"Aufklärungsgruppe",4,11,"","2","0","0","0","0","2","0","0","0","2","0",1944-06-15
"Aufklärungsgruppe",4,11,"","7","0","0","0","0","3","3","0","0","0","4",1944-07-15
"Aufklärungsgruppe",4,11,"","0","3","0","0","3","0","0","0","0","0","3",1944-07-15
"Aufklärungsgruppe",4,11,"","3","2","2","0","0","1","1","0","0","0","4",1944-08-15
"Aufklärungsgruppe",4,11,"","4","0","0","0","0","0","0","0","0","0","4",1944-08-15
"Aufklärungsgruppe",4,11,"","4","0","0","0","0","1","0","0","0","1","3",1944-09-15
"Aufklärungsgruppe",4,11,"","4","0","0","0","0","0","0","0","0","0","4",1944-09-15
"Aufklärungsgruppe",4,11,"","3","3","3","0","0","0","0","0","0","0","6",1944-10-15
"Aufklärungsgruppe",4,11,"","4","0","0","0","0","3","0","0","0","3","1",1944-10-15
"Aufklärungsgruppe",4,11,"","6","0","0","0","0","0","0","0","0","0","6",1944-11-15
"Aufklärungsgruppe",4,11,"","1","0","0","0","0","0","0","0","0","0","1",1944-11-15
"Aufklärungsgruppe",4,11,"","6","2","2","0","0","0","0","0","0","0","8",1944-12-15
"Aufklärungsgruppe",4,11,"","1","0","0","0","0","1","0","0","0","1","0",1944-12-15
"Aufklärungsgruppe",5,11,"","2","5","4","0","1","0","0","0","0","0","7",1942-03-15
"Aufklärungsgruppe",5,11,"","7","0","0","0","0","0","0","0","0","0","7",1942-04-15
"Aufklärungsgruppe",5,11,"","7","0","0","0","0","0","0","0","0","0","7",1942-05-15
"Aufklärungsgruppe",5,11,"","7","0","0","0","0","3","1","0","2","0","4",1942-06-15
"Aufklärungsgruppe",5,11,"","0","6","5","1","0","1","1","0","0","0","5",1942-06-15
"Aufklärungsgruppe",5,11,"","4
        5","3","2","1","0","4","1","2","1","0","8",1942-07-15
"Aufklärungsgruppe",5,11,"","4","2","2","0","0","1","1","0","0","0","5",1942-08-15
"Aufklärungsgruppe",5,11,"","2","0","0","0","0","0","0","0","0","0","2",1942-08-15
"Aufklärungsgruppe",5,11,"","2","0","0","0","0","0","0","0","0","0","2",1942-08-15
"Aufklärungsgruppe",5,11,"","2","0","0","0","0","0","0","0","0","0","2",1942-09-15
"Aufklärungsgruppe",5,11,"","2","4","4","0","0","0","0","0","0","0","6",1942-09-15
"Aufklärungsgruppe",5,11,"","5","0","0","0","0","2","2","0","0","0","3",1942-09-15
"Aufklärungsgruppe",5,11,"","2","0","0","0","0","0","0","0","0","0","2",1942-10-15
"Aufklärungsgruppe",5,11,"","6","0","0","0","0","1","1","0","0","0","5",1942-10-15
"Aufklärungsgruppe",5,11,"","3","0","0","0","0","1","0","0","1","0","2",1942-10-15
"Aufklärungsgruppe",5,11,"","2","0","0","0","0","0","0","0","0","0","2",1942-11-15
"Aufklärungsgruppe",5,11,"","5","0","0","0","0","2","0","0","2","0","3",1942-11-15
"Aufklärungsgruppe",5,11,"","2","0","0","0","0","0","0","0","0","0","2",1942-11-15
"Aufklärungsgruppe",5,11,"","0","2","2","0","0","0","0","0","0","0","2",1942-11-15
"Aufklärungsgruppe",5,11,"","2","0","0","0","0","2","0","2","0","0","0",1942-12-15
"Aufklärungsgruppe",5,11,"","3","0","0","0","0","1","0","1","0","0","2",1942-12-15
"Aufklärungsgruppe",5,11,"","2","1","0","1","0","0","0","0","0","0","3",1942-12-15
"Aufklärungsgruppe",5,11,"","2","0","0","0","0","2","0","1","1","0","0",1942-12-15
"Aufklärungsgruppe",5,11,"","2","2","2","0","0","1","0","1","0","0","3",1943-01-15
"Aufklärungsgruppe",5,11,"","3","0","0","0","0","2","0","1","1","0","1",1943-01-15
"Aufklärungsgruppe",5,11,"","0","1","1","0","0","1","1","0","0","0","0",1943-01-15
"Aufklärungsgruppe",5,11,"","3","7","7","0","0","2","0","1","1","0","8",1943-02-15
"Aufklärungsgruppe",5,11,"","1","2","2","0","0","0","0","0","0","0","3",1943-02-15
"Aufklärungsgruppe",5,11,"","8","1
        2","-
        -","1
        -","-
        2","1
        1","-
        1","-
        -","1
        -","-
        -","5
        4",1943-03-15
"Aufklärungsgruppe",5,11,"","3","0","0","0","0","1","1","0","0","0","2",1943-03-15
"Aufklärungsgruppe",5,11,"","5","1","0","0","1","1","0","1","0","0","5",1943-04-15
"Aufklärungsgruppe",5,11,"","4","0","0","0","0","1","1","0","0","0","3",1943-04-15
"Aufklärungsgruppe",5,11,"","2","1","0","0","1","0","0","0","0","0","3",1943-04-15
"Aufklärungsgruppe",5,11,"","5","0","0","0","0","0","0","0","0","0","5",1943-05-15
"Aufklärungsgruppe",5,11,"","3","1","1","0","0","0","0","0","0","0","4",1943-05-15
"Aufklärungsgruppe",5,11,"","3","1","0","0","1","1","1","0","0","0","3",1943-05-15
"Aufklärungsgruppe",5,11,"","5","2","2","0","0","3","0","0","3","0","4",1943-06-15
"Aufklärungsgruppe",5,11,"","4","1","1","0","0","0","0","0","0","0","5",1943-06-15
"Aufklärungsgruppe",5,11,"","3","0","0","0","0","2","0","0","2","0","1",1943-06-15
"Aufklärungsgruppe",5,11,"","4
        5","5","5","0","0","6","6","0","0","0","8",1943-07-15
"Aufklärungsgruppe",5,11,"","1","1","0","1","0","0","0","0","0","0","2",1943-07-15
"Aufklärungsgruppe",5,11,"","8","3","1","2","0","5","3","2","0","0","5",1943-08-15
"Aufklärungsgruppe",5,11,"","2","1","1","0","0","1","0","1","0","0","2",1943-08-15
"Aufklärungsgruppe",5,11,"","5","6","5","0","1","4","1","0","3","0","7",1943-09-15
"Aufklärungsgruppe",5,11,"","2","1","0","0","1","1","1","0","0","0","2",1943-09-15
"Aufklärungsgruppe",5,11,"","7
        2","3","3","0","0","2","1","0","1","0","10",1943-10-15
"Aufklärungsgruppe",5,11,"","10","2","1","1","0","2","2","0","0","0","9
        1",1943-11-15
"Aufklärungsgruppe",5,11,"","9","0","0","0","0","3","1","1","0","1","6",1943-12-15
"Aufklärungsgruppe",5,11,"","1","0","0","0","0","1","0","0","0","1","0",1943-12-15
"Aufklärungsgruppe",5,11,"","6","1","0","1","0","7","2","0","1","4","0",1944-01-15
"Aufklärungsgruppe",1,11,"","9","0","0","0","0","0","0","0","0","0","9",1942-03-15
"Aufklärungsgruppe",1,11,"","9","0","0","0","0","0","0","0","0","0","9",1942-04-15
"Aufklärungsgruppe",1,11,"","9","0","0","0","0","0","0","0","0","0","9",1942-05-15
"Aufklärungsgruppe",1,11,"","9","0","0","0","0","1","0","1","0","0","8",1942-06-15
"Aufklärungsgruppe",1,11,"","8","0","0","0","0","2","1","0","0","1","6",1942-07-15
"Aufklärungsgruppe",1,11,"","5","2","2","0","0","4","4","0","0","0","3",1942-08-15
"Aufklärungsgruppe",1,11,"","1","5","5","0","0","3","0","0","1","2","3",1942-08-15
"Aufklärungsgruppe",1,11,"","0","1","1","0","0","0","0","0","0","0","1",1942-08-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","1","1","0","0","0","2",1942-09-15
"Aufklärungsgruppe",1,11,"","3","3","3","0","0","2","2","0","0","0","4",1942-09-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-09-15
"Aufklärungsgruppe",1,11,"","2","1","0","0","1","0","0","0","0","0","3",1942-10-15
"Aufklärungsgruppe",1,11,"","4","0","0","0","0","0","0","0","0","0","4",1942-10-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-10-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","2","0","0","2","0","1",1942-11-15
"Aufklärungsgruppe",1,11,"","4","0","0","0","0","0","0","0","0","0","4",1942-11-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","0","0","0","0","0","1",1942-11-15
"Aufklärungsgruppe",1,11,"","1","2","0","1","1","1","0","0","1","0","2",1942-12-15
"Aufklärungsgruppe",1,11,"","4","0","0","0","0","0","0","0","0","0","4",1942-12-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","1","0","0","1","0","0",1942-12-15
"Aufklärungsgruppe",1,11,"","2","0","0","0","0","0","0","0","0","0","2",1943-01-15
"Aufklärungsgruppe",1,11,"","4","1","0","1","0","0","0","0","0","0","5",1943-01-15
"Aufklärungsgruppe",1,11,"","0","1","0","1","0","0","0","0","0","0","1",1943-01-15
"Aufklärungsgruppe",1,11,"","2","0","0","0","0","0","0","0","0","0","2",1943-02-15
"Aufklärungsgruppe",1,11,"","5","1","1","0","0","1","0","1","0","0","5",1943-02-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-02-15
"Aufklärungsgruppe",1,11,"","2","0","0","0","0","1","0","0","1","0","1",1943-03-15
"Aufklärungsgruppe",1,11,"","5","2","1","1","0","1","0","0","1","0","6",1943-03-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","1","1","0","0","0","0",1943-03-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","1","0","0","1","0","0",1943-04-15
"Aufklärungsgruppe",1,11,"","6","3","2","1","0","2","0","0","2","0","7",1943-04-15
"Aufklärungsgruppe",1,11,"","7","3","2","1","0","2","1","0","0","1","8",1943-05-15
"Aufklärungsgruppe",1,11,"","0","1","0","1","0","0","0","0","0","0","1",1943-05-15
"Aufklärungsgruppe",1,11,"","8","1","0","1","0","1","0","0","1","0","8",1943-06-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-06-15
"Aufklärungsgruppe",1,11,"","0","1","0","1","0","0","0","0","0","0","1",1943-06-15
"Aufklärungsgruppe",1,11,"","8","0","0","0","0","5","1","1","0","3","3",1943-07-15
"Aufklärungsgruppe",1,11,"","1","1","0","0","1","1","0","0","0","1","1",1943-07-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","0","0","0","0","0","1",1943-07-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","0","0","0","0","0","3",1943-08-15
"Aufklärungsgruppe",1,11,"","1","2","0","1","1","0","0","0","0","0","3",1943-08-15
"Aufklärungsgruppe",1,11,"","1","0","0","0","0","1","0","0","0","1","0",1943-08-15
"Aufklärungsgruppe",1,11,"","3","2","1","1","0","2","1","0","1","0","3",1943-09-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","0","0","0","0","0","3",1943-09-15
"Aufklärungsgruppe",1,11,"","3","4","0","3","1","1","0","0","1","0","6",1943-10-15
"Aufklärungsgruppe",1,11,"","3","1","0","1","0","1","0","0","1","0","3",1943-10-15
"Aufklärungsgruppe",1,11,"","0","1","0","1","0","1","0","0","1","0","0",1943-10-15
"Aufklärungsgruppe",1,11,"","6","0","0","0","0","1","0","0","1","0","5",1943-11-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","0","0","0","0","0","3",1943-11-15
"Aufklärungsgruppe",1,11,"","5","1","0","1","0","0","0","0","0","0","6",1943-12-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","0","0","0","0","0","3",1943-12-15
"Aufklärungsgruppe",1,11,"","6","0","0","0","0","0","0","0","0","0","6",1944-01-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","1","0","0","1","0","2",1944-01-15
"Aufklärungsgruppe",1,11,"","6","0","0","0","0","1","1","0","0","0","5",1944-02-15
"Aufklärungsgruppe",1,11,"","2","0","0","0","0","0","0","0","0","0","2",1944-02-15
"Aufklärungsgruppe",1,11,"","5","1","0","1","0","0","0","0","0","0","6",1944-03-15
"Aufklärungsgruppe",1,11,"","2","1","0","1","0","0","0","0","0","0","3",1944-03-15
"Aufklärungsgruppe",1,11,"","6","4","0","0","4","4","0","1","0","3","6",1944-04-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","0","0","0","0","0","3",1944-04-15
"Aufklärungsgruppe",1,11,"","6","1","0","0","1","0","0","0","0","0","7",1944-05-15
"Aufklärungsgruppe",1,11,"","3","1","0","0","1","1","0","1","0","0","3",1944-05-15
"Aufklärungsgruppe",1,11,"","7","0","0","0","0","1","0","0","1","0","6",1944-06-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","0","0","0","0","0","3",1944-06-15
"Aufklärungsgruppe",1,11,"","6","4","0","2","2","7","5","0","2","0","3",1944-07-15
"Aufklärungsgruppe",1,11,"","3","1","0","0","1","1","0","0","0","1","3",1944-07-15
"Aufklärungsgruppe",1,11,"","3","4","0","4","0","3","2","1","0","0","4",1944-08-15
"Aufklärungsgruppe",1,11,"","3","0","0","0","0","3","1","2","0","0","0",1944-08-15
"Aufklärungsgruppe",1,11,"","4","5","0","5","0","3","1","2","0","0","6",1944-09-15
